num,latitude,longitude,year,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
74,38.25887112390447,127.01268905061961,2015,Geodude,Rock,Ground,300,40,80,100,30,30,20,1,False
113,37.8215356528932,126.23589724672426,2015,Chansey,Normal,,450,250,5,5,35,105,50,1,False
123,37.01760124438073,126.78801849381784,2015,Scyther,Bug,Flying,500,70,110,80,55,80,105,1,False
32,37.325294436833886,127.03779638216999,2015,Nidoran♂,Poison,,273,46,57,40,40,40,50,1,False
80,37.62831228343764,126.19964983853413,2015,Slowbro,Water,Psychic,490,95,75,110,100,80,30,1,False
80,37.62831228343764,126.19964983853413,2015,SlowbroMega Slowbro,Water,Psychic,590,95,75,180,130,80,30,1,False
8,37.69466020414013,127.1487051515889,2015,Wartortle,Water,,405,59,63,80,65,80,58,1,False
37,38.06663137334907,126.47956959797922,2015,Vulpix,Fire,,299,38,41,40,50,65,65,1,False
87,37.447810174785914,126.89353755000694,2015,Dewgong,Water,Ice,475,90,70,80,70,95,70,1,False
58,36.89478622022328,126.36296432188148,2015,Growlithe,Fire,,350,55,70,45,70,50,60,1,False
52,37.628845519322596,127.21978289739374,2015,Meowth,Normal,,290,40,45,35,40,40,90,1,False
58,36.81277478588026,127.17977875188126,2015,Growlithe,Fire,,350,55,70,45,70,50,60,1,False
75,37.75339919694949,127.37445647124817,2015,Graveler,Rock,Ground,390,55,95,115,45,45,35,1,False
150,37.66691743094162,127.11408865419885,2015,Mewtwo,Psychic,,680,106,110,90,154,90,130,1,True
150,37.66691743094162,127.11408865419885,2015,MewtwoMega Mewtwo X,Psychic,Fighting,780,106,190,100,154,100,130,1,True
150,37.66691743094162,127.11408865419885,2015,MewtwoMega Mewtwo Y,Psychic,,780,106,150,70,194,120,140,1,True
22,38.64745297043182,127.42458884004583,2015,Fearow,Normal,Flying,442,65,90,65,61,61,100,1,False
55,36.91615445967311,127.07743150640471,2015,Golduck,Water,,500,80,82,78,95,80,85,1,False
3,37.67514636898576,127.26427699349749,2015,Venusaur,Grass,Poison,525,80,82,83,100,100,80,1,False
3,37.67514636898576,127.26427699349749,2015,VenusaurMega Venusaur,Grass,Poison,625,80,100,123,122,120,80,1,False
150,37.36667392943953,126.55347328927802,2015,Mewtwo,Psychic,,680,106,110,90,154,90,130,1,True
150,37.36667392943953,126.55347328927802,2015,MewtwoMega Mewtwo X,Psychic,Fighting,780,106,190,100,154,100,130,1,True
150,37.36667392943953,126.55347328927802,2015,MewtwoMega Mewtwo Y,Psychic,,780,106,150,70,194,120,140,1,True
119,37.59409013053106,126.569639156868,2015,Seaking,Water,,450,80,92,65,65,80,68,1,False
122,38.594227622195916,127.35673595331686,2015,Mr. Mime,Psychic,Fairy,460,40,45,65,100,120,90,1,False
55,37.33522422072661,126.06237837938698,2015,Golduck,Water,,500,80,82,78,95,80,85,1,False
70,37.84609409272071,127.53935477638433,2015,Weepinbell,Grass,Poison,390,65,90,50,85,45,55,1,False
45,37.32451266315084,127.66825034413561,2015,Vileplume,Grass,Poison,490,75,80,85,110,90,50,1,False
43,37.524193887816175,127.13768359276125,2015,Oddish,Grass,Poison,320,45,50,55,75,65,30,1,False
98,38.14081427771276,127.34343837851578,2015,Krabby,Water,,325,30,105,90,25,25,50,1,False
50,37.79687109693834,126.78837296361581,2015,Diglett,Ground,,265,10,55,25,35,45,95,1,False
116,37.79826364806568,127.05660313631977,2015,Horsea,Water,,295,30,40,70,70,25,60,1,False
8,37.32370744305583,127.60072488262746,2015,Wartortle,Water,,405,59,63,80,65,80,58,1,False
90,37.58005793199156,127.12670854601171,2015,Shellder,Water,,305,30,65,100,45,25,40,1,False
107,37.456302406811254,126.71586340545636,2015,Hitmonchan,Fighting,,455,50,105,79,35,110,76,1,False
24,36.6140258654643,126.84951503543068,2015,Arbok,Poison,,438,60,85,69,65,79,80,1,False
109,37.45578650633736,128.0712889265081,2015,Koffing,Poison,,340,40,65,95,60,45,35,1,False
98,37.21847267907263,127.82007155353716,2015,Krabby,Water,,325,30,105,90,25,25,50,1,False
133,36.851948878986676,127.14369146889271,2015,Eevee,Normal,,325,55,55,50,45,65,55,1,False
71,37.62896361764998,126.96942331662066,2015,Victreebel,Grass,Poison,490,80,105,65,100,70,70,1,False
43,38.12149717916508,127.00362638287129,2015,Oddish,Grass,Poison,320,45,50,55,75,65,30,1,False
64,36.718306045672,127.63596524753773,2015,Kadabra,Psychic,,400,40,35,30,120,70,105,1,False
86,37.56614315935015,126.88222934186626,2015,Seel,Water,,325,65,45,55,45,70,45,1,False
57,37.65959403336139,126.60092717774907,2015,Primeape,Fighting,,455,65,105,60,60,70,95,1,False
89,36.99677666492301,127.32002063854047,2015,Muk,Poison,,500,105,105,75,65,100,50,1,False
130,37.466512710030486,126.28927931204763,2015,Gyarados,Water,Flying,540,95,125,79,60,100,81,1,False
130,37.466512710030486,126.28927931204763,2015,GyaradosMega Gyarados,Water,Dark,640,95,155,109,70,130,81,1,False
147,37.66619181170592,126.88752652739188,2015,Dratini,Dragon,,300,41,64,45,50,50,50,1,False
138,37.93365754050199,126.81476513065576,2015,Omanyte,Rock,Water,355,35,40,100,90,55,35,1,False
71,37.723382284925435,127.65762537865926,2015,Victreebel,Grass,Poison,490,80,105,65,100,70,70,1,False
65,37.43376910507111,126.52908627920213,2015,Alakazam,Psychic,,500,55,50,45,135,95,120,1,False
65,37.43376910507111,126.52908627920213,2015,AlakazamMega Alakazam,Psychic,,590,55,50,65,175,95,150,1,False
98,38.184980107590974,126.43634722885015,2015,Krabby,Water,,325,30,105,90,25,25,50,1,False
14,37.729595001781064,127.4485261819777,2015,Kakuna,Bug,Poison,205,45,25,50,25,25,35,1,False
58,37.362193082450105,127.03283175925723,2015,Growlithe,Fire,,350,55,70,45,70,50,60,1,False
59,38.164370433992154,126.36734267595544,2015,Arcanine,Fire,,555,90,110,80,100,80,95,1,False
136,38.32051209832812,126.87924559942392,2015,Flareon,Fire,,525,65,130,60,95,110,65,1,False
11,37.674404690440106,127.28093194972507,2015,Metapod,Bug,,205,50,20,55,25,25,30,1,False
145,37.110826721329154,126.82071881473738,2015,Zapdos,Electric,Flying,580,90,90,85,125,90,100,1,True
145,37.25848942811452,127.46950136436888,2015,Zapdos,Electric,Flying,580,90,90,85,125,90,100,1,True
26,37.736463380242355,127.01690208570066,2015,Raichu,Electric,,485,60,90,55,90,80,110,1,False
41,37.15856643033019,126.86999057806888,2015,Zubat,Poison,Flying,245,40,45,35,30,40,55,1,False
118,37.67278493393973,126.36848284445803,2015,Goldeen,Water,,320,45,67,60,35,50,63,1,False
17,38.16965514344006,126.45579840322502,2015,Pidgeotto,Normal,Flying,349,63,60,55,50,50,71,1,False
140,37.01785298867121,126.4821213564979,2015,Kabuto,Rock,Water,355,30,80,90,55,45,55,1,False
63,38.34730277321761,128.03966455471243,2015,Abra,Psychic,,310,25,20,15,105,55,90,1,False
46,38.28316376680754,126.93521209620471,2015,Paras,Bug,Grass,285,35,70,55,45,55,25,1,False
103,37.758465536372185,126.68113017240348,2015,Exeggutor,Grass,Psychic,520,95,95,85,125,65,55,1,False
128,37.78112195026706,127.25054835998765,2015,Tauros,Normal,,490,75,100,95,40,70,110,1,False
20,37.896864720099735,126.87899821203092,2015,Raticate,Normal,,413,55,81,60,50,70,97,1,False
29,37.73872254295131,126.4509071802445,2015,Nidoran♀,Poison,,275,55,47,52,40,40,41,1,False
24,37.00302105060511,127.23238867191597,2015,Arbok,Poison,,438,60,85,69,65,79,80,1,False
69,37.72347241870648,127.25792001452557,2015,Bellsprout,Grass,Poison,300,50,75,35,70,30,40,1,False
69,38.0300015260339,127.2714619150104,2015,Bellsprout,Grass,Poison,300,50,75,35,70,30,40,1,False
123,36.753973071148735,126.58287587808164,2015,Scyther,Bug,Flying,500,70,110,80,55,80,105,1,False
119,38.21813555420631,127.01571268528022,2015,Seaking,Water,,450,80,92,65,65,80,68,1,False
58,37.47899592759317,127.12764041999883,2015,Growlithe,Fire,,350,55,70,45,70,50,60,1,False
6,37.98127408881334,127.8522292069811,2015,Charizard,Fire,Flying,534,78,84,78,109,85,100,1,False
6,37.98127408881334,127.8522292069811,2015,CharizardMega Charizard X,Fire,Dragon,634,78,130,111,130,85,100,1,False
6,37.98127408881334,127.8522292069811,2015,CharizardMega Charizard Y,Fire,Flying,634,78,104,78,159,115,100,1,False
11,37.788302542497895,126.64260177534999,2015,Metapod,Bug,,205,50,20,55,25,25,30,1,False
100,38.419982508263686,126.36046002577923,2015,Voltorb,Electric,,330,40,30,50,55,55,100,1,False
67,37.97218742799073,126.6534424680407,2015,Machoke,Fighting,,405,80,100,70,50,60,45,1,False
121,37.918383609123104,127.30251694414274,2015,Starmie,Water,Psychic,520,60,75,85,100,85,115,1,False
142,37.75734354913999,127.45315969326312,2015,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,False
142,37.75734354913999,127.45315969326312,2015,AerodactylMega Aerodactyl,Rock,Flying,615,80,135,85,70,95,150,1,False
84,37.26303127269858,127.15737662984071,2015,Doduo,Normal,Flying,310,35,85,45,35,35,75,1,False
104,37.645748501542016,126.82928338333913,2015,Cubone,Ground,,320,50,50,95,40,50,35,1,False
59,37.36050283707867,126.98613379599574,2015,Arcanine,Fire,,555,90,110,80,100,80,95,1,False
10,37.97484500846123,126.63907877230201,2015,Caterpie,Bug,,195,45,30,35,20,20,45,1,False
91,37.384387157265486,126.552653058738,2015,Cloyster,Water,Ice,525,50,95,180,85,45,70,1,False
106,37.64524176474196,127.37303262796638,2015,Hitmonlee,Fighting,,455,50,120,53,35,110,87,1,False
101,37.416627736809986,126.71167356991273,2015,Electrode,Electric,,480,60,50,70,80,80,140,1,False
143,36.67419500296861,126.81975164401882,2015,Snorlax,Normal,,540,160,110,65,65,110,30,1,False
103,37.76510880977784,127.60576393609563,2015,Exeggutor,Grass,Psychic,520,95,95,85,125,65,55,1,False
68,38.09212021899048,128.03114216536244,2015,Machamp,Fighting,,505,90,130,80,65,85,55,1,False
4,37.741901764158094,126.6108208993501,2015,Charmander,Fire,,309,39,52,43,60,50,65,1,False
86,37.70950020779751,126.26800159456499,2015,Seel,Water,,325,65,45,55,45,70,45,1,False
4,36.892699522362676,127.47770144799301,2015,Charmander,Fire,,309,39,52,43,60,50,65,1,False
47,36.67714181205194,126.90216683173237,2015,Parasect,Bug,Grass,405,60,95,80,60,80,30,1,False
96,37.355304569163835,127.40785409549213,2015,Drowzee,Psychic,,328,60,48,45,43,90,42,1,False
102,37.209821930193584,126.45939943004859,2015,Exeggcute,Grass,Psychic,325,60,40,80,60,45,40,1,False
53,37.451751003961704,127.5451458697373,2015,Persian,Normal,,440,65,70,60,65,65,115,1,False
69,36.821501400205605,126.51587671319689,2015,Bellsprout,Grass,Poison,300,50,75,35,70,30,40,1,False
82,37.6746588129429,126.96196553893623,2015,Magneton,Electric,Steel,465,50,60,95,120,70,70,1,False
29,37.54123039172492,126.27308099865071,2015,Nidoran♀,Poison,,275,55,47,52,40,40,41,1,False
53,37.204912599866645,126.92832093850409,2015,Persian,Normal,,440,65,70,60,65,65,115,1,False
123,38.14770762485335,127.18556699601636,2015,Scyther,Bug,Flying,500,70,110,80,55,80,105,1,False
45,36.3157413159271,126.9545493156003,2015,Vileplume,Grass,Poison,490,75,80,85,110,90,50,1,False
132,36.91534253154507,126.38784763241578,2015,Ditto,Normal,,288,48,48,48,48,48,48,1,False
130,36.36199884902009,126.90955791740667,2015,Gyarados,Water,Flying,540,95,125,79,60,100,81,1,False
130,36.36199884902009,126.90955791740667,2015,GyaradosMega Gyarados,Water,Dark,640,95,155,109,70,130,81,1,False
107,37.784386252886804,127.48012452134897,2015,Hitmonchan,Fighting,,455,50,105,79,35,110,76,1,False
105,36.95139169112339,126.71331140056027,2015,Marowak,Ground,,425,60,80,110,50,80,45,1,False
17,37.383457706171534,127.04488611941674,2015,Pidgeotto,Normal,Flying,349,63,60,55,50,50,71,1,False
47,36.910189745726136,127.32802837404753,2015,Parasect,Bug,Grass,405,60,95,80,60,80,30,1,False
144,37.924610291063786,127.56671154716996,2015,Articuno,Ice,Flying,580,90,85,100,95,125,85,1,True
127,37.37604034941008,126.5335999255129,2015,Pinsir,Bug,,500,65,125,100,55,70,85,1,False
127,37.37604034941008,126.5335999255129,2015,PinsirMega Pinsir,Bug,Flying,600,65,155,120,65,90,105,1,False
80,37.298340467920454,126.78810856057589,2015,Slowbro,Water,Psychic,490,95,75,110,100,80,30,1,False
80,37.298340467920454,126.78810856057589,2015,SlowbroMega Slowbro,Water,Psychic,590,95,75,180,130,80,30,1,False
127,37.90294487148263,126.76312750596291,2015,Pinsir,Bug,,500,65,125,100,55,70,85,1,False
127,37.90294487148263,126.76312750596291,2015,PinsirMega Pinsir,Bug,Flying,600,65,155,120,65,90,105,1,False
30,37.75373795287025,127.56696654842314,2015,Nidorina,Poison,,365,70,62,67,55,55,56,1,False
8,37.252798426707976,126.3259174047184,2015,Wartortle,Water,,405,59,63,80,65,80,58,1,False
57,37.29178367159081,126.29464470290877,2015,Primeape,Fighting,,455,65,105,60,60,70,95,1,False
134,38.07322351481447,127.22137649269216,2015,Vaporeon,Water,,525,130,65,60,110,95,65,1,False
67,38.063314537718114,127.33524914496284,2015,Machoke,Fighting,,405,80,100,70,50,60,45,1,False
39,37.265328681045055,126.73160342309103,2015,Jigglypuff,Normal,Fairy,270,115,45,20,45,25,20,1,False
140,37.72824504543203,126.21712583151401,2015,Kabuto,Rock,Water,355,30,80,90,55,45,55,1,False
21,37.10195626862608,127.14400809463002,2015,Spearow,Normal,Flying,262,40,60,30,31,31,70,1,False
83,37.87555462493801,127.2975431520122,2015,Farfetch'd,Normal,Flying,352,52,65,55,58,62,60,1,False
41,37.726741959335605,126.84767165715853,2015,Zubat,Poison,Flying,245,40,45,35,30,40,55,1,False
112,37.37319397038253,126.4277061661889,2015,Rhydon,Ground,Rock,485,105,130,120,45,45,40,1,False
84,37.68463094797358,127.52967165461008,2015,Doduo,Normal,Flying,310,35,85,45,35,35,75,1,False
24,37.32273681428282,126.62778606560315,2015,Arbok,Poison,,438,60,85,69,65,79,80,1,False
150,37.622764831851605,126.7577921666812,2015,Mewtwo,Psychic,,680,106,110,90,154,90,130,1,True
150,37.622764831851605,126.7577921666812,2015,MewtwoMega Mewtwo X,Psychic,Fighting,780,106,190,100,154,100,130,1,True
150,37.622764831851605,126.7577921666812,2015,MewtwoMega Mewtwo Y,Psychic,,780,106,150,70,194,120,140,1,True
104,36.94773542464592,127.62704954446589,2015,Cubone,Ground,,320,50,50,95,40,50,35,1,False
52,38.0018446290977,126.90122404726687,2015,Meowth,Normal,,290,40,45,35,40,40,90,1,False
6,38.45589087202061,126.49250600520871,2015,Charizard,Fire,Flying,534,78,84,78,109,85,100,1,False
6,38.45589087202061,126.49250600520871,2015,CharizardMega Charizard X,Fire,Dragon,634,78,130,111,130,85,100,1,False
6,38.45589087202061,126.49250600520871,2015,CharizardMega Charizard Y,Fire,Flying,634,78,104,78,159,115,100,1,False
23,37.47672105283853,127.14465915051233,2015,Ekans,Poison,,288,35,60,44,40,54,55,1,False
110,37.423818559301125,126.95953236188548,2015,Weezing,Poison,,490,65,90,120,85,70,60,1,False
134,37.452051726707204,126.09514668565635,2015,Vaporeon,Water,,525,130,65,60,110,95,65,1,False
134,37.28184820421102,126.96200227626905,2015,Vaporeon,Water,,525,130,65,60,110,95,65,1,False
144,37.47691336483215,127.30637255082668,2015,Articuno,Ice,Flying,580,90,85,100,95,125,85,1,True
120,38.4104010667172,126.77782025717417,2015,Staryu,Water,,340,30,45,55,70,55,85,1,False
92,38.51125347793887,126.38968627046256,2015,Gastly,Ghost,Poison,310,30,35,30,100,35,80,1,False
34,37.59220073353359,126.93484465165413,2015,Nidoking,Poison,Ground,505,81,102,77,85,75,85,1,False
108,37.378919369427415,127.4836094164931,2015,Lickitung,Normal,,385,90,55,75,60,75,30,1,False
47,37.06727068709715,127.16941629162915,2015,Parasect,Bug,Grass,405,60,95,80,60,80,30,1,False
50,37.056246497206295,126.87998492686148,2015,Diglett,Ground,,265,10,55,25,35,45,95,1,False
24,36.91363160875737,127.04256330488116,2015,Arbok,Poison,,438,60,85,69,65,79,80,1,False
50,37.27016871453085,126.3427908643148,2015,Diglett,Ground,,265,10,55,25,35,45,95,1,False
89,38.435981490735536,127.28714906418317,2015,Muk,Poison,,500,105,105,75,65,100,50,1,False
58,37.22248423472299,126.93785733084151,2015,Growlithe,Fire,,350,55,70,45,70,50,60,1,False
22,37.941045837310746,126.3296097473478,2015,Fearow,Normal,Flying,442,65,90,65,61,61,100,1,False
13,38.23455125088675,126.84806513686142,2015,Weedle,Bug,Poison,195,40,35,30,20,20,50,1,False
7,37.585862917896016,125.89069787592092,2015,Squirtle,Water,,314,44,48,65,50,64,43,1,False
46,37.455763925655056,127.28142909133284,2015,Paras,Bug,Grass,285,35,70,55,45,55,25,1,False
45,37.36859894393844,128.45300920615006,2015,Vileplume,Grass,Poison,490,75,80,85,110,90,50,1,False
1,37.97805339789393,126.49081070294339,2015,Bulbasaur,Grass,Poison,318,45,49,49,65,65,45,1,False
73,37.384811526401165,126.89079303697054,2015,Tentacruel,Water,Poison,515,80,70,65,80,120,100,1,False
52,37.583657094132995,127.13177091132998,2015,Meowth,Normal,,290,40,45,35,40,40,90,1,False
65,37.439737265754545,126.61482505086394,2015,Alakazam,Psychic,,500,55,50,45,135,95,120,1,False
65,37.439737265754545,126.61482505086394,2015,AlakazamMega Alakazam,Psychic,,590,55,50,65,175,95,150,1,False
13,37.59219143115867,127.11091907060451,2015,Weedle,Bug,Poison,195,40,35,30,20,20,50,1,False
102,36.69436095283678,127.2622216691055,2015,Exeggcute,Grass,Psychic,325,60,40,80,60,45,40,1,False
60,38.014342103624806,125.96857255939682,2015,Poliwag,Water,,300,40,50,40,40,40,90,1,False
35,38.19676646459852,127.21524898241937,2015,Clefairy,Fairy,,323,70,45,48,60,65,35,1,False
16,37.65186252076838,127.58062028439558,2015,Pidgey,Normal,Flying,251,40,45,40,35,35,56,1,False
141,37.976629544786405,127.38214083876672,2015,Kabutops,Rock,Water,495,60,115,105,65,70,80,1,False
94,38.46723734228293,127.28706299519688,2015,Gengar,Ghost,Poison,500,60,65,60,130,75,110,1,False
94,38.46723734228293,127.28706299519688,2015,GengarMega Gengar,Ghost,Poison,600,60,65,80,170,95,130,1,False
135,36.86211242925774,127.07273081742711,2015,Jolteon,Electric,,525,65,65,60,110,95,130,1,False
145,38.138610179599674,126.88213421865841,2015,Zapdos,Electric,Flying,580,90,90,85,125,90,100,1,True
81,37.63027905071434,126.84892635321026,2015,Magnemite,Electric,Steel,325,25,35,70,95,55,45,1,False
113,37.3286875296317,127.00317956320842,2015,Chansey,Normal,,450,250,5,5,35,105,50,1,False
142,36.79102819036561,126.55718929324804,2015,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,False
142,36.79102819036561,126.55718929324804,2015,AerodactylMega Aerodactyl,Rock,Flying,615,80,135,85,70,95,150,1,False
69,38.0443862802852,127.59525108667611,2015,Bellsprout,Grass,Poison,300,50,75,35,70,30,40,1,False
112,37.451498200330185,127.02391668292118,2015,Rhydon,Ground,Rock,485,105,130,120,45,45,40,1,False
145,37.276736758879274,126.34385631598421,2015,Zapdos,Electric,Flying,580,90,90,85,125,90,100,1,True
138,37.9971166740466,126.5944123977723,2015,Omanyte,Rock,Water,355,35,40,100,90,55,35,1,False
47,37.895462819378444,126.72679944062118,2015,Parasect,Bug,Grass,405,60,95,80,60,80,30,1,False
140,38.09102161046341,126.81354595418436,2015,Kabuto,Rock,Water,355,30,80,90,55,45,55,1,False
85,38.039719869898555,128.3770468697537,2015,Dodrio,Normal,Flying,460,60,110,70,60,60,100,1,False
115,37.088316566391235,126.83275608961407,2015,Kangaskhan,Normal,,490,105,95,80,40,80,90,1,False
115,37.088316566391235,126.83275608961407,2015,KangaskhanMega Kangaskhan,Normal,,590,105,125,100,60,100,100,1,False
11,37.437831322456525,126.73574107536835,2015,Metapod,Bug,,205,50,20,55,25,25,30,1,False
89,37.5260381226987,126.0780951902977,2015,Muk,Poison,,500,105,105,75,65,100,50,1,False
15,37.57734276529848,127.26702724136344,2015,Beedrill,Bug,Poison,395,65,90,40,45,80,75,1,False
15,37.57734276529848,127.26702724136344,2015,BeedrillMega Beedrill,Bug,Poison,495,65,150,40,15,80,145,1,False
83,37.898153807425295,127.98221247629616,2015,Farfetch'd,Normal,Flying,352,52,65,55,58,62,60,1,False
79,36.78824212077998,126.45694699532437,2015,Slowpoke,Water,Psychic,315,90,65,65,40,40,15,1,False
141,36.84370646489105,126.88410755697676,2015,Kabutops,Rock,Water,495,60,115,105,65,70,80,1,False
87,38.27492412464922,126.59029412429636,2015,Dewgong,Water,Ice,475,90,70,80,70,95,70,1,False
4,37.81196545951524,127.1145302966599,2015,Charmander,Fire,,309,39,52,43,60,50,65,1,False
129,37.87116016850006,127.76472107346976,2015,Magikarp,Water,,200,20,10,55,15,20,80,1,False
44,38.00228735484977,126.84546565813683,2015,Gloom,Grass,Poison,395,60,65,70,85,75,40,1,False
44,37.43554277307492,126.64568520496123,2015,Gloom,Grass,Poison,395,60,65,70,85,75,40,1,False
15,37.5023927739601,127.1944753767213,2015,Beedrill,Bug,Poison,395,65,90,40,45,80,75,1,False
15,37.5023927739601,127.1944753767213,2015,BeedrillMega Beedrill,Bug,Poison,495,65,150,40,15,80,145,1,False
38,36.820296135921986,127.63907695438276,2015,Ninetales,Fire,,505,73,76,75,81,100,100,1,False
148,37.4938453788713,127.13501323969277,2015,Dragonair,Dragon,,420,61,84,65,70,70,70,1,False
139,37.58064710555261,126.386791340442,2015,Omastar,Rock,Water,495,70,60,125,115,70,55,1,False
54,37.59555597119741,126.94716445338545,2015,Psyduck,Water,,320,50,52,48,65,50,55,1,False
140,37.635344186485696,126.55805750382959,2015,Kabuto,Rock,Water,355,30,80,90,55,45,55,1,False
27,37.261304839977235,128.19274774750912,2015,Sandshrew,Ground,,300,50,75,85,20,30,40,1,False
18,37.25010592176496,127.56115536421107,2015,Pidgeot,Normal,Flying,479,83,80,75,70,70,101,1,False
18,37.25010592176496,127.56115536421107,2015,PidgeotMega Pidgeot,Normal,Flying,579,83,80,80,135,80,121,1,False
30,37.36790757832003,127.41975705640085,2015,Nidorina,Poison,,365,70,62,67,55,55,56,1,False
21,38.77775189307162,127.52537884779927,2015,Spearow,Normal,Flying,262,40,60,30,31,31,70,1,False
71,38.74667625924876,126.13657808232396,2015,Victreebel,Grass,Poison,490,80,105,65,100,70,70,1,False
42,37.323858036777125,126.46478123480857,2015,Golbat,Poison,Flying,455,75,80,70,65,75,90,1,False
89,38.063410553690844,126.20613773205982,2015,Muk,Poison,,500,105,105,75,65,100,50,1,False
148,37.49220581382595,127.06964901421581,2015,Dragonair,Dragon,,420,61,84,65,70,70,70,1,False
93,38.06328964230823,126.61708269185844,2015,Haunter,Ghost,Poison,405,45,50,45,115,55,95,1,False
95,37.232488191368006,126.88025350916836,2015,Onix,Rock,Ground,385,35,45,160,30,45,70,1,False
100,37.066434910908036,127.16982939856514,2015,Voltorb,Electric,,330,40,30,50,55,55,100,1,False
70,37.638586317629716,126.68163539756748,2015,Weepinbell,Grass,Poison,390,65,90,50,85,45,55,1,False
68,37.62209199084463,127.4111330537045,2015,Machamp,Fighting,,505,90,130,80,65,85,55,1,False
70,38.213037384415436,126.89007579358294,2015,Weepinbell,Grass,Poison,390,65,90,50,85,45,55,1,False
38,37.67206345191626,127.80536806089562,2015,Ninetales,Fire,,505,73,76,75,81,100,100,1,False
130,37.3066356181175,127.43372146844614,2015,Gyarados,Water,Flying,540,95,125,79,60,100,81,1,False
130,37.3066356181175,127.43372146844614,2015,GyaradosMega Gyarados,Water,Dark,640,95,155,109,70,130,81,1,False
85,38.288498956698305,126.23875734008216,2015,Dodrio,Normal,Flying,460,60,110,70,60,60,100,1,False
63,37.19402419560184,126.16285938768613,2015,Abra,Psychic,,310,25,20,15,105,55,90,1,False
130,37.065791211325,126.54873936439894,2015,Gyarados,Water,Flying,540,95,125,79,60,100,81,1,False
130,37.065791211325,126.54873936439894,2015,GyaradosMega Gyarados,Water,Dark,640,95,155,109,70,130,81,1,False
8,37.14603694884545,126.99887779714557,2015,Wartortle,Water,,405,59,63,80,65,80,58,1,False
30,37.162289494426155,125.94920500647943,2015,Nidorina,Poison,,365,70,62,67,55,55,56,1,False
142,37.97593984249367,126.74438585416289,2015,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,False
142,37.97593984249367,126.74438585416289,2015,AerodactylMega Aerodactyl,Rock,Flying,615,80,135,85,70,95,150,1,False
73,37.46437202558238,127.04812245967798,2015,Tentacruel,Water,Poison,515,80,70,65,80,120,100,1,False
97,37.17607377272364,126.18597263424483,2015,Hypno,Psychic,,483,85,73,70,73,115,67,1,False
95,36.60964753699833,127.16322445478458,2015,Onix,Rock,Ground,385,35,45,160,30,45,70,1,False
131,37.66273435579319,127.03577771209791,2015,Lapras,Water,Ice,535,130,85,80,85,95,60,1,False
60,37.88805918286014,126.09218654667049,2015,Poliwag,Water,,300,40,50,40,40,40,90,1,False
109,38.45751925829077,127.64230635762327,2015,Koffing,Poison,,340,40,65,95,60,45,35,1,False
64,37.95453061080033,126.74024357488047,2015,Kadabra,Psychic,,400,40,35,30,120,70,105,1,False
74,37.54275533349839,126.85521336901964,2015,Geodude,Rock,Ground,300,40,80,100,30,30,20,1,False
17,39.12993934486548,126.99649987528639,2015,Pidgeotto,Normal,Flying,349,63,60,55,50,50,71,1,False
21,37.218936744104155,126.0033285484211,2015,Spearow,Normal,Flying,262,40,60,30,31,31,70,1,False
6,37.67464507625538,127.37592021043315,2015,Charizard,Fire,Flying,534,78,84,78,109,85,100,1,False
6,37.67464507625538,127.37592021043315,2015,CharizardMega Charizard X,Fire,Dragon,634,78,130,111,130,85,100,1,False
6,37.67464507625538,127.37592021043315,2015,CharizardMega Charizard Y,Fire,Flying,634,78,104,78,159,115,100,1,False
136,38.22857229837069,127.15418804497098,2015,Flareon,Fire,,525,65,130,60,95,110,65,1,False
6,37.13918134561944,127.38484463822162,2015,Charizard,Fire,Flying,534,78,84,78,109,85,100,1,False
6,37.13918134561944,127.38484463822162,2015,CharizardMega Charizard X,Fire,Dragon,634,78,130,111,130,85,100,1,False
6,37.13918134561944,127.38484463822162,2015,CharizardMega Charizard Y,Fire,Flying,634,78,104,78,159,115,100,1,False
70,37.79032330288555,126.85319938589284,2015,Weepinbell,Grass,Poison,390,65,90,50,85,45,55,1,False
62,36.96964104868982,127.22156553987045,2015,Poliwrath,Water,Fighting,510,90,95,95,70,90,70,1,False
144,37.73912381431096,126.06760806654036,2015,Articuno,Ice,Flying,580,90,85,100,95,125,85,1,True
106,37.66832483114051,127.64578346636112,2015,Hitmonlee,Fighting,,455,50,120,53,35,110,87,1,False
2,37.55228721289009,127.16760280444291,2015,Ivysaur,Grass,Poison,405,60,62,63,80,80,60,1,False
106,37.18218005779902,126.45514525584233,2015,Hitmonlee,Fighting,,455,50,120,53,35,110,87,1,False
7,36.71487000609809,126.97499994637778,2015,Squirtle,Water,,314,44,48,65,50,64,43,1,False
142,37.41823109021006,126.7147101200091,2015,Aerodactyl,Rock,Flying,515,80,105,65,60,75,130,1,False
142,37.41823109021006,126.7147101200091,2015,AerodactylMega Aerodactyl,Rock,Flying,615,80,135,85,70,95,150,1,False
41,37.8076473971756,127.39813583799906,2015,Zubat,Poison,Flying,245,40,45,35,30,40,55,1,False
83,38.35967197705296,126.46319252673956,2015,Farfetch'd,Normal,Flying,352,52,65,55,58,62,60,1,False
18,38.1040538077758,126.62941526909452,2015,Pidgeot,Normal,Flying,479,83,80,75,70,70,101,1,False
